crop,pest_common_name,pest_scientific_name,pest_order,pest_family,pest_distribution
"Tomato, Lycopersicon esculentum",green garden looper,Chrysodeixis chalcites (Esper),Lepidoptera,Noctuidae,B=nM=x
"Tomato, Lycopersicon esculentum",green leafhopper,Empoasca pitiensis Metcalf,Homoptera,Cicadellidae,M=?
"Tomato, Lycopersicon esculentum",hibiscus caterpillar,Anomis flava (F.),Lepidoptera,Noctuidae,B=xY=xM=x
"Tomato, Lycopersicon esculentum",leaf-footed plant bug,Leptoglossus australis (F.),Hemiptera,Coreidae,B=xP=xM=x
"Tomato, Lycopersicon esculentum",leafhopper,Nesophrosyne argentatus (Evans),Homoptera,Cicadellidae,B=xY=xM=x
"Tomato, Lycopersicon esculentum",mealybug,Phenacoccus madeirensis Green,Homoptera,Pseudococcidae,T=nP=nM=G
"Tomato, Lycopersicon esculentum",melon fly,Dacus cucurbitae Coquillett,Diptera,Tephritidae,M=x
"Tomato, Lycopersicon esculentum",old world bollworm,Heliothis armigera (Hübner),Lepidoptera,Noctuidae,M=x
"Tomato, Lycopersicon esculentum",onion thrips,Thrips tabaci Lindeman,Thysanoptera,Thripidae,B=xY=xM=x
"Tomato, Lycopersicon esculentum",philippine lady beetle,Epilachna vigintisexpunctata philippensis (Dieke),Coleoptera,Coccinellidae,Y=?K=x
"Tomato, Lycopersicon esculentum",rice cutworm,Spodoptera litura (F.),Lepidoptera,Noctuidae,B=xY=?T=xP=xK=?M=x
"Tomato, Lycopersicon esculentum",serpentine leafminer,Liriomyza trifolii (Burgess),Diptera,Agromyzidae,Y=nP=nM=GS?
"Tomato, Lycopersicon esculentum",seychelles scale,Icerya seychellarum (Westwood),Homoptera,Margarodidae,B=?Y=x
"Tomato, Lycopersicon esculentum",southern green stink bug,Nezara viridula (L.),Hemiptera,Pentatomidae,B=xY=xT=xP=xM=x
"Tomato, Lycopersicon esculentum",spider mite,Tetranychus tumidus ,Acari,Tetranychidae,M=x
"Tomato, Lycopersicon esculentum",striped mealybug,Ferrisia virgata (Cockerell),Homoptera,Pseudococcidae,B=xY=xT=xP=xM=x
"Tomato, Lycopersicon esculentum",sweetpotato whitefly,Bemisia tabaci (Gennadius),Homoptera,Aleyrodidae,B=xP=?M=x
"Tomato, Lycopersicon esculentum",tobacco flea beetle,Epitrix hirtipennis (Melsheimer),Coleoptera,Chrysomelidae,M=G
"Tomato, Lycopersicon esculentum",tomato bug,Cyrtopeltis tenuis (Reuter),Hemiptera,Miridae,B=xT=xP=xM=x
"Tomato, Lycopersicon esculentum",turnip aphid,Lipaphis erysimi (Kaltenbach),Homoptera,Aphididae,M=x
"Tomato, Lycopersicon esculentum",vegetable leafminer,Liriomyza sativae Blanchard,Diptera,Agromyzidae,M=G
"Tropical almond, Terminalia",chinese rose beetle,Adoretus sinicus Burmeister,Coleoptera,Scarabaeidae,B=xM=x
"Tropical almond, Terminalia",kirkaldy whitefly,Dialeurodes kirkaldyi (Kotinsky),Homoptera,Aleyrodidae,B=xY=xP=xM=x
"Tropical almond, Terminalia",lilac mealybug,Planococcus lilacinus (Cockerell),Homoptera,Pseudococcidae,M=G
"Tropical almond, Terminalia",moth,Anua coronata (F.),Lepidoptera,Noctuidae,M=G
"Tropical almond, Terminalia",myrobalan butterfly,Badamia exclamationis F.,Lepidoptera,Hesperiidae,B=nM=x
"Tropical almond, Terminalia",nigra scale,Parasaissetia nigra (Nietner),Homoptera,Coccidae,B=xY=xT=xK=xM=x
"Tropical almond, Terminalia",ochrosia fruit fly,Dacus ochrosiae Malloch,Diptera,Tephritidae,M=x
"Tropical almond, Terminalia",phytorus leaf beetle,Phytorus lineolatus Weise,Coleoptera,Chrysomelidae,M=x
"Tropical almond, Terminalia",redbanded thrips,Selenothrips rubrocinctus (Giard),Thysanoptera,Thripidae,B=nY=nT=nP=x?M=x
"Tropical almond, Terminalia",weevil,Trigonops sp. ,Coleoptera,Curculionidae,B=xY=xT=xP=xM=x
"Tropical almond, Terminalia",weevil,Trigonops vulgaris Zimmerman,Coleoptera,Curculionidae,M=x
"Wing bean, Psophocarpus tetragonalubus",cowpea aphid,Aphis craccivora Koch,Homoptera,Aphididae,Y=xT=xP=xK=xM=x
"Wing bean, Psophocarpus tetragonalubus",vegetable mite,Tetranychus neocaledonicus André,Acari,Tetranychidae,M=G
"Yams, Dioscorea",cacao armyworm,Tiracola plagiata (Walker),Lepidoptera,Noctuidae,M=x
"Yams, Dioscorea",citrus mealybug,Planococcus citri (Risso),Homoptera,Pseudococcidae,B=xY=xT=xP=xK=xM=x
"Yams, Dioscorea",coconut scale,Aspidiotus destructor Signoret,Homoptera,Diaspididae,B=xY=xT=xP=xM=x
"Yams, Dioscorea",cucurbit leafroller,Diaphania indica (Saunders),Lepidoptera,Pyralidae,B=xM=x
"Yams, Dioscorea",green garden looper,Chrysodeixis chalcites (Esper),Lepidoptera,Noctuidae,B=nM=x
"Yams, Dioscorea",latania scale,Hemiberlesia lataniae (Signoret),Homoptera,Diaspididae,B=xY=xT=xP=xK=xM=x
"Yams, Dioscorea",melia tortricid,Adoxophyes melia Clarke,Lepidoptera,Tortricidae,M=x
"Yams, Dioscorea",melonworm,Diaphania hyalinata (L.),Lepidoptera,Pyralidae,B=xM=x
"Yams, Dioscorea",nigra scale,Parasaissetia nigra (Nietner),Homoptera,Coccidae,B=xY=xT=xK=xM=x
"Yams, Dioscorea",rice cutworm,Spodoptera litura (F.),Lepidoptera,Noctuidae,B=xY=?T=xP=xK=?M=x
"Yams, Dioscorea",spider mite,Tetranychus sp. ,Acari,Tetranychidae,M=C
"Yams, Dioscorea",spider mite,Tetranychus sp. ,Acari,Tetranychidae,M=x
"Yams, Dioscorea",yam hawk moth,Theretra nessus (Drury),Lepidoptera,Sphingidae,B=xY=xT=x
